Date,Ozone AQI Value,Site Name,Site ID,Source
07/29/2018,54,Babylon,36-103-0002,AQS
07/30/2018,43,Riverhead,36-103-0004,AQS
07/31/2018,71,Rockland County,36-087-0005,AQS
08/01/2018,42,Leonia,34-003-0006,AQS
08/02/2018,44,White Plains,36-119-2004,AQS
08/03/2018,31,Rockland County,36-087-0005,AQS
08/04/2018,41,Flemington,34-019-0001,AQS
08/05/2018,87,Queens College 2,36-081-0124,AQS
08/06/2018,122,Pfizer Lab Site,36-005-0133,AQS
08/07/2018,97,Leonia,34-003-0006,AQS
08/08/2018,112,Leonia,34-003-0006,AQS
08/09/2018,58,Riverhead,36-103-0004,AQS
08/10/2018,77,Rutgers University,34-023-0011,AQS
08/11/2018,44,Riverhead,36-103-0004,AQS
08/12/2018,77,Rutgers University,34-023-0011,AQS
08/13/2018,33,Colliers Mills,34-029-0006,AQS
08/14/2018,50,Babylon,36-103-0002,AQS
08/15/2018,48,Rutgers University,34-023-0011,AQS
08/16/2018,97,Babylon,36-103-0002,AQS
08/17/2018,115,Ccny,36-061-0135,AQS
08/18/2018,58,Riverhead,36-103-0004,AQS
08/19/2018,28,Millbrook,36-027-0007,AQS
08/20/2018,33,Riverhead,36-103-0004,AQS
08/21/2018,40,Valley Central High School,36-071-5001,AQS
08/22/2018,45,Riverhead,36-103-0004,AQS
08/23/2018,34,Monmouth University,34-025-0005,AQS
08/24/2018,64,White Plains,36-119-2004,AQS
08/25/2018,51,Ramapo,34-031-5001,AQS
08/26/2018,71,Rutgers University,34-023-0011,AQS
08/27/2018,77,Colliers Mills,34-029-0006,AQS
08/28/2018,115,Flax Pond,36-103-0044,AQS
08/29/2018,143,Flax Pond,36-103-0044,AQS
08/30/2018,64,Monmouth University,34-025-0005,AQS
08/31/2018,31,Riverhead,36-103-0004,AQS
09/01/2018,41,Leonia,34-003-0006,AQS
09/02/2018,44,White Plains,36-119-2004,AQS
09/03/2018,61,Leonia,34-003-0006,AQS
09/04/2018,71,Queens College 2,36-081-0124,AQS
09/05/2018,101,Rockland County,36-087-0005,AQS
09/06/2018,97,Flax Pond,36-103-0044,AQS
09/07/2018,30,Colliers Mills,34-029-0006,AQS
09/08/2018,29,Riverhead,36-103-0004,AQS
09/09/2018,26,Colliers Mills,34-029-0006,AQS
09/10/2018,31,Riverhead,36-103-0004,AQS
09/11/2018,29,Riverhead,36-103-0004,AQS
09/12/2018,18,Rockland County,36-087-0005,AQS
09/13/2018,27,Riverhead,36-103-0004,AQS
09/14/2018,28,Riverhead,36-103-0004,AQS
09/15/2018,50,Rutgers University,34-023-0011,AQS
09/16/2018,50,Leonia,34-003-0006,AQS
09/17/2018,34,Millbrook,36-027-0007,AQS
09/18/2018,29,Riverhead,36-103-0004,AQS
09/19/2018,41,Rutgers University,34-023-0011,AQS
09/20/2018,29,Babylon,36-103-0002,AQS
09/21/2018,31,Babylon,36-103-0002,AQS
09/22/2018,28,Riverhead,36-103-0004,AQS
09/23/2018,26,Riverhead,36-103-0004,AQS
09/24/2018,31,Rutgers University,34-023-0011,AQS
09/25/2018,31,Babylon,36-103-0002,AQS
09/26/2018,31,Chester,34-027-3001,AQS
09/27/2018,34,Rutgers University,34-023-0011,AQS
09/28/2018,25,Chester,34-027-3001,AQS
09/29/2018,41,Colliers Mills,34-029-0006,AQS
09/30/2018,37,Rutgers University,34-023-0011,AQS
10/01/2018,49,Rutgers University,34-023-0011,AQS
10/02/2018,42,Babylon,36-103-0002,AQS
10/03/2018,33,Colliers Mills,34-029-0006,AQS
10/04/2018,47,Riverhead,36-103-0004,AQS
10/05/2018,28,Babylon,36-103-0002,AQS
10/06/2018,34,Babylon,36-103-0002,AQS
10/07/2018,30,Rutgers University,34-023-0011,AQS
10/08/2018,20,Colliers Mills,34-029-0006,AQS
10/09/2018,29,Rutgers University,34-023-0011,AQS
10/10/2018,31,Flemington,34-019-0001,AQS
10/11/2018,23,Riverhead,36-103-0004,AQS
10/12/2018,31,Riverhead,36-103-0004,AQS
10/13/2018,32,Riverhead,36-103-0004,AQS
10/14/2018,33,Riverhead,36-103-0004,AQS
10/15/2018,34,Riverhead,36-103-0004,AQS
10/16/2018,29,Riverhead,36-103-0004,AQS
10/17/2018,32,Rutgers University,34-023-0011,AQS
10/18/2018,32,Riverhead,36-103-0004,AQS
10/19/2018,38,Riverhead,36-103-0004,AQS
10/20/2018,36,Riverhead,36-103-0004,AQS
10/21/2018,33,Riverhead,36-103-0004,AQS
10/22/2018,30,Colliers Mills,34-029-0006,AQS
10/23/2018,36,Rutgers University,34-023-0011,AQS
10/24/2018,31,Riverhead,36-103-0004,AQS
10/25/2018,31,Chester,34-027-3001,AQS
10/26/2018,33,Riverhead,36-103-0004,AQS
10/27/2018,37,Riverhead,36-103-0004,AQS
10/28/2018,24,Ccny,36-061-0135,AQS
10/29/2018,31,Riverhead,36-103-0004,AQS
10/30/2018,37,Chester,34-027-3001,AQS
10/31/2018,44,Riverhead,36-103-0004,AQS
11/01/2018,43,Riverhead,36-103-0004,AQS
11/02/2018,37,Riverhead,36-103-0004,AQS
11/03/2018,35,Riverhead,36-103-0004,AQS
11/04/2018,30,Chester,34-027-3001,AQS
11/05/2018,29,Riverhead,36-103-0004,AQS
11/06/2018,26,Riverhead,36-103-0004,AQS
11/07/2018,32,Mt Ninham,36-079-0005,AQS
11/08/2018,23,Chester,34-027-3001,AQS
11/09/2018,23,Flax Pond,36-103-0044,AQS
11/10/2018,31,Flemington,34-019-0001,AQS
11/11/2018,31,Millbrook,36-027-0007,AQS
11/12/2018,25,Flax Pond,36-103-0044,AQS
11/13/2018,31,Holtsville,36-103-0009,AQS
11/14/2018,34,Flemington,34-019-0001,AQS
11/15/2018,35,Flax Pond,36-103-0044,AQS
11/16/2018,34,Flax Pond,36-103-0044,AQS
11/17/2018,27,Valley Central High School,36-071-5001,AQS
11/18/2018,29,Millbrook,36-027-0007,AQS
11/19/2018,22,Holtsville,36-103-0009,AQS
11/20/2018,29,Mt Ninham,36-079-0005,AQS
11/21/2018,32,Flemington,34-019-0001,AQS
11/22/2018,32,Flemington,34-019-0001,AQS
11/23/2018,31,Chester,34-027-3001,AQS
11/24/2018,33,Flax Pond,36-103-0044,AQS
11/25/2018,33,Holtsville,36-103-0009,AQS
11/26/2018,36,Flax Pond,36-103-0044,AQS
11/27/2018,30,Millbrook,36-027-0007,AQS
11/28/2018,25,Flemington,34-019-0001,AQS
11/29/2018,31,Chester,34-027-3001,AQS
11/30/2018,30,Flax Pond,36-103-0044,AQS
12/01/2018,28,Rutgers University,34-023-0011,AQS
12/02/2018,33,Holtsville,36-103-0009,AQS
12/03/2018,24,Ccny,36-061-0135,AQS
12/04/2018,32,Chester,34-027-3001,AQS
12/05/2018,33,Mt Ninham,36-079-0005,AQS
12/06/2018,27,Mt Ninham,36-079-0005,AQS
12/07/2018,31,Chester,34-027-3001,AQS
12/08/2018,30,Mt Ninham,36-079-0005,AQS
12/09/2018,29,Chester,34-027-3001,AQS
12/10/2018,32,Chester,34-027-3001,AQS
12/11/2018,26,Chester,34-027-3001,AQS
12/12/2018,29,Holtsville,36-103-0009,AQS
12/13/2018,33,Holtsville,36-103-0009,AQS
12/14/2018,32,Holtsville,36-103-0009,AQS
12/15/2018,33,Ccny,36-061-0135,AQS
12/16/2018,33,Ccny,36-061-0135,AQS
12/17/2018,33,Ccny,36-061-0135,AQS
12/18/2018,33,Holtsville,36-103-0009,AQS
12/19/2018,26,Flax Pond,36-103-0044,AQS
12/20/2018,44,Holtsville,36-103-0009,AQS
12/21/2018,67,Holtsville,36-103-0009,AQS
12/22/2018,31,Valley Central High School,36-071-5001,AQS
12/23/2018,32,Millbrook,36-027-0007,AQS
12/24/2018,26,Mt Ninham,36-079-0005,AQS
12/25/2018,28,Millbrook,36-027-0007,AQS
12/26/2018,25,Valley Central High School,36-071-5001,AQS
12/27/2018,31,Chester,34-027-3001,AQS
12/28/2018,36,Flax Pond,36-103-0044,AQS
12/29/2018,28,Millbrook,36-027-0007,AQS
12/30/2018,28,Millbrook,36-027-0007,AQS
12/31/2018,31,Chester,34-027-3001,AQS
01/01/2019,30,Rutgers University,34-023-0011,AQS
01/02/2019,29,Flax Pond,36-103-0044,AQS
01/03/2019,26,Ccny,36-061-0135,AQS
01/04/2019,20,Millbrook,36-027-0007,AQS
01/05/2019,26,Ccny,36-061-0135,AQS
01/06/2019,33,Valley Central High School,36-071-5001,AQS
01/07/2019,33,Valley Central High School,36-071-5001,AQS
01/08/2019,29,Flax Pond,36-103-0044,AQS
01/09/2019,27,Chester,34-027-3001,AQS
01/10/2019,33,Millbrook,36-027-0007,AQS
01/11/2019,38,Millbrook,36-027-0007,AQS
01/12/2019,35,Millbrook,36-027-0007,AQS
01/13/2019,35,Mt Ninham,36-079-0005,AQS
01/14/2019,33,Flax Pond,36-103-0044,AQS
01/15/2019,30,Flax Pond,36-103-0044,AQS
01/16/2019,34,Valley Central High School,36-071-5001,AQS
01/17/2019,34,Millbrook,36-027-0007,AQS
01/18/2019,31,Flax Pond,36-103-0044,AQS
01/19/2019,34,Millbrook,36-027-0007,AQS
01/20/2019,34,Chester,34-027-3001,AQS
01/21/2019,37,Millbrook,36-027-0007,AQS
01/22/2019,36,Chester,34-027-3001,AQS
01/23/2019,37,Flax Pond,36-103-0044,AQS
01/24/2019,38,Flax Pond,36-103-0044,AQS
01/25/2019,36,Millbrook,36-027-0007,AQS
01/26/2019,35,Millbrook,36-027-0007,AQS
01/27/2019,41,Flax Pond,36-103-0044,AQS
01/28/2019,36,Valley Central High School,36-071-5001,AQS
01/29/2019,35,Flax Pond,36-103-0044,AQS
01/30/2019,37,Millbrook,36-027-0007,AQS
01/31/2019,33,Mt Ninham,36-079-0005,AQS
02/01/2019,35,Rockland County,36-087-0005,AQS
02/02/2019,32,Chester,34-027-3001,AQS
02/03/2019,41,Chester,34-027-3001,AQS
02/04/2019,38,Chester,34-027-3001,AQS
02/05/2019,36,Chester,34-027-3001,AQS
02/06/2019,28,Flax Pond,36-103-0044,AQS
02/07/2019,25,Flax Pond,36-103-0044,AQS
02/08/2019,35,Mt Ninham,36-079-0005,AQS
02/09/2019,37,Millbrook,36-027-0007,AQS
02/10/2019,35,Millbrook,36-027-0007,AQS
02/11/2019,35,Millbrook,36-027-0007,AQS
02/12/2019,40,Flax Pond,36-103-0044,AQS
02/13/2019,38,Millbrook,36-027-0007,AQS
02/14/2019,44,Millbrook,36-027-0007,AQS
02/15/2019,43,Flax Pond,36-103-0044,AQS
02/16/2019,38,Newark Firehouse,34-013-0003,AQS
02/17/2019,40,Millbrook,36-027-0007,AQS
02/18/2019,41,Valley Central High School,36-071-5001,AQS
02/19/2019,42,Millbrook,36-027-0007,AQS
02/20/2019,38,Flax Pond,36-103-0044,AQS
02/21/2019,42,Valley Central High School,36-071-5001,AQS
02/22/2019,46,Chester,34-027-3001,AQS
02/23/2019,41,Millbrook,36-027-0007,AQS
02/24/2019,43,Riverhead,36-103-0004,AQS
02/25/2019,43,Riverhead,36-103-0004,AQS
02/26/2019,41,Chester,34-027-3001,AQS
02/27/2019,37,Rutgers University,34-023-0011,AQS
02/28/2019,41,Chester,34-027-3001,AQS
03/01/2019,41,Monmouth University,34-025-0005,AQS
03/02/2019,43,Millbrook,36-027-0007,AQS
03/03/2019,47,Millbrook,36-027-0007,AQS
03/04/2019,47,Rutgers University,34-023-0011,AQS
03/05/2019,42,Millbrook,36-027-0007,AQS
03/06/2019,43,Riverhead,36-103-0004,AQS
03/07/2019,44,Millbrook,36-027-0007,AQS
03/08/2019,46,Millbrook,36-027-0007,AQS
03/09/2019,58,Chester,34-027-3001,AQS
03/10/2019,49,Monmouth University,34-025-0005,AQS
03/11/2019,48,Riverhead,36-103-0004,AQS
03/12/2019,45,Colliers Mills,34-029-0006,AQS
03/13/2019,47,Monmouth University,34-025-0005,AQS
03/14/2019,54,Colliers Mills,34-029-0006,AQS
03/15/2019,51,Riverhead,36-103-0004,AQS
03/16/2019,43,Flemington,34-019-0001,AQS
03/17/2019,44,Riverhead,36-103-0004,AQS
03/18/2019,43,Chester,34-027-3001,AQS
03/19/2019,44,Chester,34-027-3001,AQS
03/20/2019,49,Riverhead,36-103-0004,AQS
03/21/2019,45,Riverhead,36-103-0004,AQS
03/22/2019,44,Chester,34-027-3001,AQS
03/23/2019,44,Riverhead,36-103-0004,AQS
03/24/2019,50,Chester,34-027-3001,AQS
03/25/2019,44,Chester,34-027-3001,AQS
03/26/2019,44,Riverhead,36-103-0004,AQS
03/27/2019,45,Colliers Mills,34-029-0006,AQS
03/28/2019,47,Chester,34-027-3001,AQS
03/29/2019,44,Riverhead,36-103-0004,AQS
03/30/2019,71,Chester,34-027-3001,AQS
03/31/2019,45,Riverhead,36-103-0004,AQS
04/01/2019,43,Ramapo,34-031-5001,AQS
04/02/2019,46,Mt Ninham,36-079-0005,AQS
04/03/2019,54,Riverhead,36-103-0004,AQS
04/04/2019,49,Colliers Mills,34-029-0006,AQS
04/05/2019,41,Riverhead,36-103-0004,AQS
04/06/2019,49,Riverhead,36-103-0004,AQS
04/07/2019,64,Flemington,34-019-0001,AQS
04/08/2019,51,Colliers Mills,34-029-0006,AQS
04/09/2019,38,Riverhead,36-103-0004,AQS
04/10/2019,38,Colliers Mills,34-029-0006,AQS
04/11/2019,42,Mt Ninham,36-079-0005,AQS
04/12/2019,46,Riverhead,36-103-0004,AQS
04/13/2019,47,Rutgers University,34-023-0011,AQS
04/14/2019,44,Millbrook,36-027-0007,AQS
04/15/2019,45,Millbrook,36-027-0007,AQS
04/16/2019,49,Colliers Mills,34-029-0006,AQS
04/17/2019,47,Mt Ninham,36-079-0005,AQS
04/18/2019,58,Colliers Mills,34-029-0006,AQS
04/19/2019,45,Riverhead,36-103-0004,AQS
04/20/2019,45,Riverhead,36-103-0004,AQS
04/21/2019,44,Valley Central High School,36-071-5001,AQS
04/22/2019,41,Riverhead,36-103-0004,AQS
04/23/2019,61,Colliers Mills,34-029-0006,AQS
04/24/2019,44,Colliers Mills,34-029-0006,AQS
04/25/2019,44,Millbrook,36-027-0007,AQS
04/26/2019,44,Riverhead,36-103-0004,AQS
04/27/2019,47,Colliers Mills,34-029-0006,AQS
04/28/2019,36,Chester,34-027-3001,AQS
04/29/2019,44,Riverhead,36-103-0004,AQS
04/30/2019,46,Riverhead,36-103-0004,AQS
05/01/2019,41,Riverhead,36-103-0004,AQS
05/02/2019,45,Colliers Mills,34-029-0006,AQS
05/03/2019,39,Riverhead,36-103-0004,AQS
05/04/2019,35,Rockland County,36-087-0005,AQS
05/05/2019,35,Riverhead,36-103-0004,AQS
05/06/2019,44,Riverhead,36-103-0004,AQS
05/07/2019,54,Rutgers University,34-023-0011,AQS
05/08/2019,42,Flemington,34-019-0001,AQS
05/09/2019,41,Riverhead,36-103-0004,AQS
05/10/2019,42,Rutgers University,34-023-0011,AQS
05/11/2019,43,Monmouth University,34-025-0005,AQS
05/12/2019,40,Riverhead,36-103-0004,AQS
05/13/2019,43,Colliers Mills,34-029-0006,AQS
05/14/2019,30,Colliers Mills,34-029-0006,AQS
05/15/2019,42,Chester,34-027-3001,AQS
05/16/2019,58,Colliers Mills,34-029-0006,AQS
05/17/2019,67,Colliers Mills,34-029-0006,AQS
05/18/2019,50,Colliers Mills,34-029-0006,AQS
05/19/2019,61,Rockland County,36-087-0005,AQS
05/20/2019,77,Colliers Mills,34-029-0006,AQS
05/21/2019,37,Colliers Mills,34-029-0006,AQS
05/22/2019,47,Freshkills West,36-085-0111,AQS
05/23/2019,42,Flemington,34-019-0001,AQS
05/24/2019,46,Colliers Mills,34-029-0006,AQS
05/25/2019,44,Millbrook,36-027-0007,AQS
05/26/2019,51,Babylon,36-103-0002,AQS
05/27/2019,44,Monmouth University,34-025-0005,AQS
05/28/2019,37,Queens College 2,36-081-0124,AQS
05/29/2019,33,Flemington,34-019-0001,AQS
05/30/2019,35,Flemington,34-019-0001,AQS
05/31/2019,100,Riverhead,36-103-0004,AQS
06/01/2019,71,Rockland County,36-087-0005,AQS
06/02/2019,74,Queens College 2,36-081-0124,AQS
06/03/2019,40,Colliers Mills,34-029-0006,AQS
06/04/2019,45,Colliers Mills,34-029-0006,AQS
06/05/2019,97,Rutgers University,34-023-0011,AQS
06/06/2019,61,Queens College 2,36-081-0124,AQS
06/07/2019,67,Rutgers University,34-023-0011,AQS
06/08/2019,61,Flemington,34-019-0001,AQS
06/09/2019,47,Ramapo,34-031-5001,AQS
06/10/2019,31,Riverhead,36-103-0004,AQS
06/11/2019,39,Colliers Mills,34-029-0006,AQS
06/12/2019,43,Valley Central High School,36-071-5001,AQS
06/13/2019,40,Riverhead,36-103-0004,AQS
06/14/2019,37,Holtsville,36-103-0009,AQS
06/15/2019,67,Leonia,34-003-0006,AQS
06/16/2019,50,Leonia,34-003-0006,AQS
06/17/2019,44,Holtsville,36-103-0009,AQS
06/18/2019,43,Babylon,36-103-0002,AQS
06/19/2019,38,Millbrook,36-027-0007,AQS
06/20/2019,36,Rutgers University,34-023-0011,AQS
06/21/2019,31,Flemington,34-019-0001,AQS
06/22/2019,28,Colliers Mills,34-029-0006,AQS
06/23/2019,40,Colliers Mills,34-029-0006,AQS
06/24/2019,67,Rutgers University,34-023-0011,AQS
06/25/2019,44,Flemington,34-019-0001,AQS
06/26/2019,108,Babylon,36-103-0002,AQS
06/27/2019,105,Babylon,36-103-0002,AQS
06/28/2019,150,Leonia,34-003-0006,AQS
06/29/2019,126,Riverhead,36-103-0004,AQS
06/30/2019,40,Riverhead,36-103-0004,AQS
07/01/2019,47,Monmouth University,34-025-0005,AQS
07/02/2019,150,Colliers Mills,34-029-0006,AQS
07/03/2019,129,Babylon,36-103-0002,AQS
07/04/2019,122,Ramapo,34-031-5001,AQS
07/05/2019,100,Rockland County,36-087-0005,AQS
07/06/2019,49,Pfizer Lab Site,36-005-0133,AQS
07/07/2019,38,Flemington,34-019-0001,AQS
07/08/2019,40,Rutgers University,34-023-0011,AQS
07/09/2019,100,Babylon,36-103-0002,AQS
07/10/2019,112,Rutgers University,34-023-0011,AQS
07/11/2019,90,Millbrook,36-027-0007,AQS
07/12/2019,51,Riverhead,36-103-0004,AQS
07/13/2019,80,Colliers Mills,34-029-0006,AQS
07/14/2019,64,Riverhead,36-103-0004,AQS
07/15/2019,61,Babylon,36-103-0002,AQS
07/16/2019,136,Flax Pond,36-103-0044,AQS
07/17/2019,108,Flax Pond,36-103-0044,AQS
07/18/2019,45,Rutgers University,34-023-0011,AQS
07/19/2019,93,White Plains,36-119-2004,AQS
07/20/2019,97,Babylon,36-103-0002,AQS
07/21/2019,84,Babylon,36-103-0002,AQS
07/22/2019,71,Flemington,34-019-0001,AQS
07/23/2019,31,Monmouth University,34-025-0005,AQS
07/24/2019,54,Monmouth University,34-025-0005,AQS
07/25/2019,58,Queens College 2,36-081-0124,AQS
07/26/2019,108,Leonia,34-003-0006,AQS
07/27/2019,93,Leonia,34-003-0006,AQS
07/28/2019,129,Flax Pond,36-103-0044,AQS
07/29/2019,150,Flax Pond,36-103-0044,AQS
07/30/2019,105,Leonia,34-003-0006,AQS
07/31/2019,74,Leonia,34-003-0006,AQS
08/01/2019,84,Rutgers University,34-023-0011,AQS
08/02/2019,80,Rockland County,36-087-0005,AQS
08/03/2019,87,Leonia,34-003-0006,AQS
08/04/2019,90,Monmouth University,34-025-0005,AQS
08/05/2019,80,Ramapo,34-031-5001,AQS
08/06/2019,61,Flemington,34-019-0001,AQS
08/07/2019,47,Millbrook,36-027-0007,AQS
08/08/2019,97,Flax Pond,36-103-0044,AQS
08/09/2019,51,Colliers Mills,34-029-0006,AQS
08/10/2019,37,Colliers Mills,34-029-0006,AQS
08/11/2019,38,Monmouth University,34-025-0005,AQS
08/12/2019,67,Flax Pond,36-103-0044,AQS
08/13/2019,44,Queens College 2,36-081-0124,AQS
08/14/2019,47,Is 52,36-005-0110,AQS
08/15/2019,47,Chester,34-027-3001,AQS
08/16/2019,48,Rockland County,36-087-0005,AQS
08/17/2019,71,Ramapo,34-031-5001,AQS
08/18/2019,54,Leonia,34-003-0006,AQS
08/19/2019,71,Flax Pond,36-103-0044,AQS
08/20/2019,90,Leonia,34-003-0006,AQS
08/21/2019,54,White Plains,36-119-2004,AQS
08/22/2019,97,Babylon,36-103-0002,AQS
08/23/2019,33,Riverhead,36-103-0004,AQS
08/24/2019,37,Monmouth University,34-025-0005,AQS
08/25/2019,29,Rutgers University,34-023-0011,AQS
08/26/2019,42,Flemington,34-019-0001,AQS
08/27/2019,42,Rockland County,36-087-0005,AQS
08/28/2019,31,Flemington,34-019-0001,AQS
08/29/2019,44,Colliers Mills,34-029-0006,AQS
08/30/2019,84,Queens College 2,36-081-0124,AQS
08/31/2019,80,Colliers Mills,34-029-0006,AQS
09/01/2019,40,Flemington,34-019-0001,AQS
09/02/2019,35,Flax Pond,36-103-0044,AQS
09/03/2019,58,Flemington,34-019-0001,AQS
09/04/2019,51,Rutgers University,34-023-0011,AQS
09/05/2019,35,Monmouth University,34-025-0005,AQS
09/06/2019,31,Flax Pond,36-103-0044,AQS
09/07/2019,36,Colliers Mills,34-029-0006,AQS
09/08/2019,42,Monmouth University,34-025-0005,AQS
09/09/2019,42,Rockland County,36-087-0005,AQS
09/10/2019,40,Flemington,34-019-0001,AQS
09/11/2019,80,Rutgers University,34-023-0011,AQS
09/12/2019,45,Colliers Mills,34-029-0006,AQS
09/13/2019,30,Valley Central High School,36-071-5001,AQS
09/14/2019,33,Flax Pond,36-103-0044,AQS
09/15/2019,54,Babylon,36-103-0002,AQS
09/16/2019,44,Colliers Mills,34-029-0006,AQS
09/17/2019,43,Colliers Mills,34-029-0006,AQS
09/18/2019,32,Flax Pond,36-103-0044,AQS
09/19/2019,42,Ramapo,34-031-5001,AQS
09/20/2019,74,Flax Pond,36-103-0044,AQS
09/21/2019,84,Bayonne,34-017-0006,AQS
09/22/2019,101,Mt Ninham,36-079-0005,AQS
09/23/2019,100,Rutgers University,34-023-0011,AQS
09/24/2019,33,Flax Pond,36-103-0044,AQS
09/25/2019,48,Flemington,34-019-0001,AQS
09/26/2019,45,Flax Pond,36-103-0044,AQS
09/27/2019,42,Flemington,34-019-0001,AQS
09/28/2019,50,Mt Ninham,36-079-0005,AQS
09/29/2019,40,Monmouth University,34-025-0005,AQS
09/30/2019,31,Mt Ninham,36-079-0005,AQS
10/01/2019,46,Rutgers University,34-023-0011,AQS
10/02/2019,58,Colliers Mills,34-029-0006,AQS
10/03/2019,24,Riverhead,36-103-0004,AQS
10/04/2019,31,Riverhead,36-103-0004,AQS
10/05/2019,32,Rockland County,36-087-0005,AQS
10/06/2019,35,Flax Pond,36-103-0044,AQS
10/07/2019,36,Rutgers University,34-023-0011,AQS
10/08/2019,31,Riverhead,36-103-0004,AQS
10/09/2019,21,Chester,34-027-3001,AQS
10/10/2019,35,Queens College 2,36-081-0124,AQS
10/11/2019,34,Flemington,34-019-0001,AQS
10/12/2019,33,Colliers Mills,34-029-0006,AQS
10/13/2019,33,Mt Ninham,36-079-0005,AQS
10/14/2019,44,Flemington,34-019-0001,AQS
10/15/2019,34,Monmouth University,34-025-0005,AQS
10/16/2019,44,Queens College 2,36-081-0124,AQS
10/17/2019,31,Mt Ninham,36-079-0005,AQS
10/18/2019,29,Chester,34-027-3001,AQS
10/19/2019,33,Rutgers University,34-023-0011,AQS
10/20/2019,38,Flax Pond,36-103-0044,AQS
10/21/2019,39,Ramapo,34-031-5001,AQS
10/22/2019,31,Monmouth University,34-025-0005,AQS
10/23/2019,38,Flax Pond,36-103-0044,AQS
10/24/2019,40,Flax Pond,36-103-0044,AQS
10/25/2019,37,Monmouth University,34-025-0005,AQS
10/26/2019,33,Monmouth University,34-025-0005,AQS
10/27/2019,35,Queens College 2,36-081-0124,AQS
10/28/2019,31,Monmouth University,34-025-0005,AQS
10/29/2019,31,Riverhead,36-103-0004,AQS
10/30/2019,31,Flax Pond,36-103-0044,AQS
10/31/2019,35,Flax Pond,36-103-0044,AQS
11/01/2019,31,Flax Pond,36-103-0044,AQS
11/02/2019,29,Holtsville,36-103-0009,AQS
11/03/2019,31,Flax Pond,36-103-0044,AQS
11/04/2019,31,Flemington,34-019-0001,AQS
11/05/2019,30,Millbrook,36-027-0007,AQS
11/06/2019,33,Mt Ninham,36-079-0005,AQS
11/07/2019,31,Holtsville,36-103-0009,AQS
11/08/2019,27,Flemington,34-019-0001,AQS
11/09/2019,25,Rutgers University,34-023-0011,AQS
11/10/2019,31,Holtsville,36-103-0009,AQS
11/11/2019,37,Holtsville,36-103-0009,AQS
11/12/2019,33,Holtsville,36-103-0009,AQS
11/13/2019,35,Mt Ninham,36-079-0005,AQS
11/14/2019,28,Rutgers University,34-023-0011,AQS
11/15/2019,31,Chester,34-027-3001,AQS
11/16/2019,33,Chester,34-027-3001,AQS
11/17/2019,31,Chester,34-027-3001,AQS
11/18/2019,29,Rockland County,36-087-0005,AQS
11/19/2019,28,Rockland County,36-087-0005,AQS
11/20/2019,31,Chester,34-027-3001,AQS
11/21/2019,33,Chester,34-027-3001,AQS
11/22/2019,27,Mt Ninham,36-079-0005,AQS
11/23/2019,32,Mt Ninham,36-079-0005,AQS
11/24/2019,30,Holtsville,36-103-0009,AQS
11/25/2019,26,Rockland County,36-087-0005,AQS
11/26/2019,32,Holtsville,36-103-0009,AQS
11/27/2019,32,Holtsville,36-103-0009,AQS
11/28/2019,30,Mt Ninham,36-079-0005,AQS
11/29/2019,29,Mt Ninham,36-079-0005,AQS
11/30/2019,34,Holtsville,36-103-0009,AQS
12/01/2019,31,Queens College 2,36-081-0124,AQS
12/02/2019,33,Chester,34-027-3001,AQS
12/03/2019,36,Chester,34-027-3001,AQS
12/04/2019,26,Chester,34-027-3001,AQS
12/05/2019,31,Flemington,34-019-0001,AQS
12/06/2019,29,Chester,34-027-3001,AQS
12/07/2019,31,Chester,34-027-3001,AQS
12/08/2019,30,Chester,34-027-3001,AQS
12/09/2019,28,Chester,34-027-3001,AQS
12/10/2019,26,Chester,34-027-3001,AQS
12/11/2019,28,Chester,34-027-3001,AQS
12/12/2019,29,Chester,34-027-3001,AQS
12/13/2019,30,Chester,34-027-3001,AQS
12/14/2019,30,Chester,34-027-3001,AQS
12/15/2019,28,Chester,34-027-3001,AQS
12/16/2019,28,Chester,34-027-3001,AQS
12/17/2019,31,Chester,34-027-3001,AQS
12/18/2019,33,Chester,34-027-3001,AQS
12/19/2019,31,Flemington,34-019-0001,AQS
12/20/2019,32,Chester,34-027-3001,AQS
12/21/2019,24,Chester,34-027-3001,AQS
12/22/2019,24,Chester,34-027-3001,AQS
12/23/2019,31,Chester,34-027-3001,AQS
12/24/2019,31,Chester,34-027-3001,AQS
12/25/2019,30,Chester,34-027-3001,AQS
12/26/2019,26,Queens College 2,36-081-0124,AQS
12/27/2019,28,Chester,34-027-3001,AQS
12/28/2019,26,Chester,34-027-3001,AQS
12/29/2019,27,Rutgers University,34-023-0011,AQS
12/30/2019,31,Chester,34-027-3001,AQS
12/31/2019,28,Chester,34-027-3001,AQS
01/01/2020,30,Chester,34-027-3001,AQS
01/02/2020,27,Chester,34-027-3001,AQS
01/03/2020,19,Chester,34-027-3001,AQS
01/04/2020,28,Rockland County,36-087-0005,AQS
01/05/2020,33,Chester,34-027-3001,AQS
01/06/2020,28,Chester,34-027-3001,AQS
01/07/2020,24,Chester,34-027-3001,AQS
01/08/2020,33,Flemington,34-019-0001,AQS
01/09/2020,29,Chester,34-027-3001,AQS
01/10/2020,28,Flemington,34-019-0001,AQS
01/11/2020,34,Rutgers University,34-023-0011,AQS
01/12/2020,32,Rutgers University,34-023-0011,AQS
01/13/2020,21,Rockland County,36-087-0005,AQS
01/14/2020,12,Rutgers University,34-023-0011,AQS
